id,word,countsize,length,texts_aggregated,wcavg
2598,mall,7,4,100,0.07
2599,connected,60,9,100,0.6
2600,heat,30,4,100,0.3
2601,robert,27,6,100,0.27
2602,ninth,8,5,100,0.08
2603,mars,33,4,100,0.33
2604,thick,10,5,100,0.1
2605,lexical,4,7,100,0.04
2606,golden,47,6,100,0.47
2607,decide,30,6,100,0.3
2608,kosher,6,6,100,0.06
2609,achieve,46,7,100,0.46
2610,oracle,7,6,100,0.07
2611,vein,16,4,100,0.16
2612,pipe,20,4,100,0.2
2613,peculiarly,5,10,100,0.05
2614,believing,24,9,100,0.24
2615,drilling,4,8,100,0.04
2616,blow,26,4,100,0.26
2617,taxing,1,6,100,0.01
2618,facing,21,6,100,0.21
2619,fundamental,32,11,100,0.32
2620,juggernaut,1,10,100,0.01
2621,chateau,1,7,100,0.01
2622,miss,28,4,100,0.28
2623,mist,6,4,100,0.06
2624,total,52,5,100,0.52
2625,brethren,1,8,100,0.01
2626,covering,2,8,100,0.02
2627,wait,50,4,100,0.5
2628,relentless,4,10,100,0.04
2629,reflective,14,10,100,0.14
2630,discrimination,4,14,100,0.04
2631,psychological,62,13,100,0.62
2632,titan,4,5,100,0.04
2633,uranus,1,6,100,0.01
2634,letters,33,7,100,0.33
2635,discovery,77,9,100,0.77
2636,chuck,1,5,100,0.01
2637,eschatological,28,14,100,0.28
2638,geometric,31,9,100,0.31
2639,handling,9,8,100,0.09
2640,accommodate,8,11,100,0.08
2641,descartes,26,9,100,0.26
2642,girlfriend,4,10,100,0.04
2643,web,35,3,100,0.35
2644,fire,75,4,100,0.75
2645,amazing,111,7,100,1.11
2646,crusty,2,6,100,0.02
2647,sin,26,3,100,0.26
2648,construct,24,9,100,0.24
2649,faithfully,1,10,100,0.01
2650,doctor,17,6,100,0.17
2651,eccentricity,3,12,100,0.03
2652,packaged,8,8,100,0.08
2653,passage,45,7,100,0.45
2654,sale,8,4,100,0.08
2655,individuation,9,13,100,0.09
2656,measurement,12,11,100,0.12
2657,topped,3,6,100,0.03
2658,gee,10,3,100,0.1
2659,contemplation,7,13,100,0.07
2660,asparagus,1,9,100,0.01
2661,walk,87,4,100,0.87
2662,invention,59,9,100,0.59
2663,profundity,2,10,100,0.02
2664,reflection,74,10,100,0.74
2665,electrician,1,11,100,0.01
2666,flying,193,6,100,1.93
2667,irascible,2,9,100,0.02
2668,wonderfully,9,11,100,0.09
2669,metallic,6,8,100,0.06
2670,counseling,5,10,100,0.05
2671,subjectivity,1,12,100,0.01
2672,wig,1,3,100,0.01
2673,quits,3,5,100,0.03
2674,landed,7,6,100,0.07
2675,rutted,1,6,100,0.01
2676,jungian,42,7,100,0.42
2677,mission,27,7,100,0.27
2678,dune,2,4,100,0.02
2679,anyways,10,7,100,0.1
2680,eternally,3,9,100,0.03
2681,council,13,7,100,0.13
2682,bread,13,5,100,0.13
2683,confined,26,8,100,0.26
2684,synthesis,9,9,100,0.09
2685,surreal,6,7,100,0.06
2686,archaeology,7,11,100,0.07
2687,church,59,6,100,0.59
2688,ecological,23,10,100,0.23
2689,sod,2,3,100,0.02
2690,salve,1,5,100,0.01
2691,negotiation,3,11,100,0.03
2692,bringing,41,8,100,0.41
2693,abandon,19,7,100,0.19
2694,scott,6,5,100,0.06
2695,satellite,2,9,100,0.02
2696,raised,49,6,100,0.49
2697,waking,31,6,100,0.31
2698,sociological,9,12,100,0.09
2699,riot,4,4,100,0.04
2700,closer,60,6,100,0.6
2701,apparent,37,8,100,0.37
2702,detailed,1,8,100,0.01
2703,mdma,35,4,100,0.35
2704,polar,2,5,100,0.02
2705,usual,31,5,100,0.31
2706,edited,12,6,100,0.12
2707,socially,14,8,100,0.14
2708,healthy,18,7,100,0.18
2709,obi,1,3,100,0.01
2710,design,79,6,100,0.79
2711,enlighten,4,9,100,0.04
2712,save,60,4,100,0.6
2713,equity,1,6,100,0.01
2714,remains,17,7,100,0.17
2715,deeply,42,6,100,0.42
2716,atlanta,2,7,100,0.02
2717,heavy,48,5,100,0.48
2718,manufacture,8,11,100,0.08
2719,emerging,35,8,100,0.35
2720,dust,12,4,100,0.12
2721,locating,5,8,100,0.05
2722,mining,7,6,100,0.07
2723,stitched,1,8,100,0.01
2724,equivalent,43,10,100,0.43
2725,wan,2,3,100,0.02
2726,projection,27,10,100,0.27
2727,conjunction,12,11,100,0.12
2728,stage,111,5,100,1.11
2729,network,33,7,100,0.33
2730,online,5,6,100,0.05
2731,swept,27,5,100,0.27
2732,buddhism,41,8,100,0.41
2733,driven,57,6,100,0.57
2734,deciding,5,8,100,0.05
2735,induced,27,7,100,0.27
2736,paraphernalia,1,13,100,0.01
2737,bruce,7,5,100,0.07
2738,nike,1,4,100,0.01
2739,ambition,5,8,100,0.05
2740,mysticism,15,9,100,0.15
2741,gnosis,36,6,100,0.36
2742,mason,4,5,100,0.04
2743,garland,2,7,100,0.02
2744,hopefully,20,9,100,0.2
2745,packaging,3,9,100,0.03
2746,resistance,20,10,100,0.2
2747,defined,76,7,100,0.76
2748,monster,4,7,100,0.04
2749,dividable,1,9,100,0.01
2750,astronomy,19,9,100,0.19
2751,london,23,6,100,0.23
2752,split,19,5,100,0.19
2753,antarctica,1,10,100,0.01
2754,estimate,4,8,100,0.04
2755,seedy,1,5,100,0.01
2756,surrounding,12,11,100,0.12
2757,figure,140,6,100,1.4
2758,affirm,6,6,100,0.06
2759,dross,8,5,100,0.08
2760,cult,84,4,100,0.84
2761,impersonal,7,10,100,0.07
2762,evocative,2,9,100,0.02
2763,tumor,13,5,100,0.13
2764,telescope,13,9,100,0.13
2765,breakthrough,53,12,100,0.53
2766,worrying,4,8,100,0.04
2767,falls,52,5,100,0.52
2768,misapprehension,4,15,100,0.04
2769,oregon,6,6,100,0.06
2770,detail,36,6,100,0.36
2771,inner,75,5,100,0.75
2772,prognosis,1,9,100,0.01
2773,fundamentally,12,13,100,0.12
2774,electricity,42,11,100,0.42
2775,pamphlet,1,8,100,0.01
2776,conference,34,10,100,0.34
2777,marry,5,5,100,0.05
2778,fruit,32,5,100,0.32
2779,billion,114,7,100,1.14
2780,fun,45,3,100,0.45
2781,size,78,4,100,0.78
2782,angel,52,5,100,0.52
2783,encourage,9,9,100,0.09
2784,christ,80,6,100,0.8
2785,previously,81,10,100,0.81
2786,graininess,1,10,100,0.01
2787,eerily,3,6,100,0.03
2788,sum,20,3,100,0.2
2789,engineering,50,11,100,0.5
2790,impulse,46,7,100,0.46
2791,realistic,5,9,100,0.05
2792,feed,21,4,100,0.21
2793,rush,27,4,100,0.27
2794,seediness,1,9,100,0.01
2795,porphyry,6,8,100,0.06
2796,recovery,19,8,100,0.19
2797,waters,12,6,100,0.12
2798,farther,4,7,100,0.04
2799,grail,14,5,100,0.14
2800,grow,103,4,100,1.03
2801,circuit,15,7,100,0.15
2802,blind,19,5,100,0.19
2803,motivation,11,10,100,0.11
2804,edgy,4,4,100,0.04
2805,intimate,6,8,100,0.06
2806,macintosh,5,9,100,0.05
2807,grasp,22,5,100,0.22
2808,amphetamine,15,11,100,0.15
2809,wind,21,4,100,0.21
2810,wing,13,4,100,0.13
2811,concealed,1,9,100,0.01
2812,fair,44,4,100,0.44
2813,experimentation,7,15,100,0.07
2814,america,96,7,100,0.96
2815,ground,98,6,100,0.98
2816,dual,4,4,100,0.04
2817,sailing,12,7,100,0.12
2818,fake,1,4,100,0.01
2819,miracle,85,7,100,0.85
2820,progressive,22,11,100,0.22
2821,toxin,3,5,100,0.03
2822,utterly,43,7,100,0.43
2823,quasi,14,5,100,0.14
2824,genetics,15,8,100,0.15
2825,fog,8,3,100,0.08
2826,fascination,30,11,100,0.3
2827,fortune,20,7,100,0.2
2828,subjectively,3,12,100,0.03
2829,anyway,101,6,100,1.01
2830,characterize,9,12,100,0.09
2831,linked,30,6,100,0.3
2832,murder,11,6,100,0.11
2833,wire,10,4,100,0.1
2834,discover,116,8,100,1.16
2835,marginal,13,8,100,0.13
2836,tune,18,4,100,0.18
2837,heavily,10,7,100,0.1
2838,window,29,6,100,0.29
2839,fly,34,3,100,0.34
2840,torturous,1,9,100,0.01
2841,unravel,7,7,100,0.07
2842,popular,25,7,100,0.25
2843,bomb,28,4,100,0.28
2844,passing,32,7,100,0.32
2845,management,12,10,100,0.12
2846,ride,14,4,100,0.14
2847,merely,36,6,100,0.36
2848,coast,29,5,100,0.29
2849,minute,85,6,100,0.85
2850,rule,35,4,100,0.35
2851,perfect,136,7,100,1.36
2852,longevity,4,9,100,0.04
2853,constraining,1,12,100,0.01
2854,psyche,91,6,100,0.91
2855,desire,32,6,100,0.32
2856,circumstances,21,13,100,0.21
2857,flowing,49,7,100,0.49
2858,naturally,73,9,100,0.73
2859,skepticism,7,10,100,0.07
2860,apocalyptic,25,11,100,0.25
2861,hermetic,59,8,100,0.59
2862,propulsive,1,10,100,0.01
2863,converging,4,10,100,0.04
2864,continue,44,8,100,0.44
2865,shedding,9,8,100,0.09
2866,psycho,15,6,100,0.15
2867,malleable,9,9,100,0.09
2868,revivify,4,8,100,0.04
2869,wrongly,2,7,100,0.02
2870,spacecraft,16,10,100,0.16
2871,judgement,9,9,100,0.09
2872,affirmable,1,10,100,0.01
2873,animation,16,9,100,0.16
2874,conquer,8,7,100,0.08
2875,wide,35,4,100,0.35
2876,conditions,44,10,100,0.44
2877,darwinian,15,9,100,0.15
2878,arrogance,1,9,100,0.01
2879,sick,30,4,100,0.3
2880,grappling,7,9,100,0.07
2881,underground,37,11,100,0.37
2882,communications,11,14,100,0.11
2883,ideologically,4,13,100,0.04
2884,partly,11,6,100,0.11
2885,liberate,5,8,100,0.05
2886,ninety,5,6,100,0.05
2887,connectivity,33,12,100,0.33
2888,mediation,3,9,100,0.03
2889,interact,12,8,100,0.12
2890,testing,30,7,100,0.3
2891,visibly,11,7,100,0.11
2892,greed,2,5,100,0.02
2893,sputnik,1,7,100,0.01
2894,visible,72,7,100,0.72
2895,conviction,10,10,100,0.1
2896,physicality,2,11,100,0.02
2897,bounce,1,6,100,0.01
2898,fate,71,4,100,0.71
2899,graduated,3,9,100,0.03
2900,band,16,4,100,0.16
2901,overall,5,7,100,0.05
2902,seventh,4,7,100,0.04
2903,entrepreneurial,2,15,100,0.02
2904,sign,41,4,100,0.41
2905,talks,69,5,100,0.69
2906,large,249,5,100,2.49
2907,unanswered,7,10,100,0.07
2908,van,10,3,100,0.1
2909,legitimate,14,10,100,0.14
2910,chapter,11,7,100,0.11
2911,ecstasy,59,7,100,0.59
2912,invent,19,6,100,0.19
2913,weirdness,12,9,100,0.12
2914,altogether,3,10,100,0.03
2915,pay,53,3,100,0.53
2916,uniquely,15,8,100,0.15
2917,constant,32,8,100,0.32
2918,april,8,5,100,0.08
2919,lay,88,3,100,0.88
2920,worthwhile,7,10,100,0.07
2921,salvia,29,6,100,0.29
2922,amplify,9,7,100,0.09
2923,amelioration,2,12,100,0.02
2924,source,97,6,100,0.97
2925,acid,29,4,100,0.29
2926,fruitful,10,8,100,0.1
2927,govern,10,6,100,0.1
2928,involve,20,7,100,0.2
2929,sixth,2,5,100,0.02
2930,torment,3,7,100,0.03
2931,final,88,5,100,0.88
2932,orientation,3,11,100,0.03
2933,bad,176,3,100,1.76
2934,scaling,3,7,100,0.03
2935,amusing,11,7,100,0.11
2936,inflation,9,9,100,0.09
2937,foam,5,4,100,0.05
2938,home,122,4,100,1.22
2939,egyptian,20,8,100,0.2
2940,clorox,1,6,100,0.01
2941,holy,51,4,100,0.51
2942,supported,11,9,100,0.11
2943,listen,42,6,100,0.42
2944,stay,49,4,100,0.49
2945,frequent,10,8,100,0.1
2946,studying,36,8,100,0.36
2947,magnification,1,13,100,0.01
2948,catholicism,9,11,100,0.09
2949,downstream,5,10,100,0.05
2950,peg,1,3,100,0.01
2951,cut,94,3,100,0.94
2952,intense,91,7,100,0.91
2953,vegetation,6,10,100,0.06
2954,motivated,10,9,100,0.1
2955,primary,116,7,100,1.16
2956,rearrange,5,9,100,0.05
2957,argument,93,8,100,0.93
2958,cycle,120,5,100,1.2
2959,arrive,24,6,100,0.24
2960,kinda,8,5,100,0.08
2961,crumb,4,5,100,0.04
2962,weightless,3,10,100,0.03
2963,enchanted,2,9,100,0.02
2964,tiny,51,4,100,0.51
2965,startled,5,8,100,0.05
2966,schmo,1,5,100,0.01
2967,saturn,7,6,100,0.07
2968,seychelles,14,10,100,0.14
2969,compute,3,7,100,0.03
2970,east,69,4,100,0.69
2971,innovation,9,10,100,0.09
2972,visionary,53,9,100,0.53
2973,database,23,8,100,0.23
2974,illuminate,12,10,100,0.12
2975,mormon,4,6,100,0.04
2976,mentally,10,8,100,0.1
2977,evergreen,1,9,100,0.01
2978,inevitable,38,10,100,0.38
2979,glorious,6,8,100,0.06
2980,cope,2,4,100,0.02
2981,brazilian,1,9,100,0.01
2982,pot,39,3,100,0.39
2983,utopian,10,7,100,0.1
2984,cool,38,4,100,0.38
2985,lying,29,5,100,0.29
2986,jupiter,18,7,100,0.18
2987,philosophically,5,15,100,0.05
2988,magnificent,2,11,100,0.02
2989,legitimately,4,12,100,0.04
2990,devices,15,7,100,0.15
2991,ugly,14,4,100,0.14
2992,coordination,24,12,100,0.24
2993,advertising,14,11,100,0.14
2994,bolshevik,1,9,100,0.01
2995,letting,11,7,100,0.11
2996,babe,1,4,100,0.01
2997,surfing,5,7,100,0.05
2998,best,181,4,100,1.81
2999,golf,1,4,100,0.01
3000,communicative,1,13,100,0.01
3001,geological,18,10,100,0.18
3002,kabbalistic,5,11,100,0.05
3003,definitely,84,10,100,0.84
3004,lifetime,42,8,100,0.42
3005,swoosh,1,6,100,0.01
3006,bulk,2,4,100,0.02
3007,corpus,25,6,100,0.25
3008,eyck,4,4,100,0.04
3009,practice,51,8,100,0.51
3010,sorry,19,5,100,0.19
3011,south,94,5,100,0.94
3012,christie,4,8,100,0.04
3013,proportion,19,10,100,0.19
3014,percent,35,7,100,0.35
3015,fundamentalist,12,14,100,0.12
3016,cow,32,3,100,0.32
3017,crass,3,5,100,0.03
3018,download,17,8,100,0.17
3019,cultivation,14,11,100,0.14
3020,untold,4,6,100,0.04
3021,modernist,1,9,100,0.01
3022,belief,103,6,100,1.03
3023,willingness,6,11,100,0.06
3024,embroiled,1,9,100,0.01
3025,revisionism,1,11,100,0.01
3026,thesis,6,6,100,0.06
3027,uphill,4,6,100,0.04
3028,failure,21,7,100,0.21
3029,cinder,2,6,100,0.02
3030,cat,28,3,100,0.28
3031,malfunctioning,1,14,100,0.01
3032,karma,3,5,100,0.03
3033,initially,6,9,100,0.06
3034,spirituality,27,12,100,0.27
3035,uncertainty,25,11,100,0.25
3036,profile,11,7,100,0.11
3037,manipulation,27,12,100,0.27
3038,spiritualism,4,12,100,0.04
3039,confounding,31,11,100,0.31
3040,competition,25,11,100,0.25
3041,comedian,1,8,100,0.01
3042,fascinated,30,10,100,0.3
3043,insane,12,6,100,0.12
3044,shadow,68,6,100,0.68
3045,casting,28,7,100,0.28
3046,modestly,2,8,100,0.02
3047,downward,9,8,100,0.09
3048,fifty,57,5,100,0.57
3049,quotidian,2,9,100,0.02
3050,extra,42,5,100,0.42
3051,heights,8,7,100,0.08
3052,trek,3,4,100,0.03
3053,huge,103,4,100,1.03
3054,planning,22,8,100,0.22
3055,glove,5,5,100,0.05
3056,purvey,3,6,100,0.03
3057,edison,3,6,100,0.03
3058,secure,15,6,100,0.15
3059,block,14,5,100,0.14
3060,pose,9,4,100,0.09
3061,twice,28,5,100,0.28
3062,hegelian,3,8,100,0.03
3063,nutmeg,5,6,100,0.05
3064,ball,43,4,100,0.43
3065,guy,171,3,100,1.71
3066,led,46,3,100,0.46
3067,radio,65,5,100,0.65
3068,lethal,18,6,100,0.18
3069,existential,57,11,100,0.57
3070,divine,29,6,100,0.29
3071,genius,25,6,100,0.25
3072,uterine,2,7,100,0.02
3073,status,28,6,100,0.28
3074,literature,128,10,100,1.28
3075,stable,27,6,100,0.27
3076,disappointed,5,12,100,0.05
3077,sickness,4,8,100,0.04
3078,empyrean,1,8,100,0.01
3079,jung,121,4,100,1.21
3080,hilarious,3,9,100,0.03
3081,junk,10,4,100,0.1
3082,couple,84,6,100,0.84
3083,troubling,4,9,100,0.04
3084,lit,17,3,100,0.17
3085,sincerely,2,9,100,0.02
3086,metaphor,154,8,100,1.54
3087,prozac,6,6,100,0.06
3088,homogeneity,1,11,100,0.01
3089,proletarian,2,11,100,0.02
3090,sliced,3,6,100,0.03
3091,revelation,54,10,100,0.54
3092,ghost,34,5,100,0.34
3093,lord,16,4,100,0.16
3094,politics,71,8,100,0.71
3095,indonesia,20,9,100,0.2
3096,boring,14,6,100,0.14
3097,engine,48,6,100,0.48
3098,universality,3,12,100,0.03
3099,struggle,59,8,100,0.59
3100,air,96,3,100,0.96
3101,review,28,6,100,0.28
3102,imagery,26,7,100,0.26
3103,sage,8,4,100,0.08
3104,ed,206,2,100,2.06
3105,idaho,8,5,100,0.08
3106,sufficiently,27,12,100,0.27
3107,leave,170,5,100,1.7
3108,write,50,5,100,0.5
3109,left,168,4,100,1.68
3110,sheer,12,5,100,0.12
3111,mao,56,3,100,0.56
3112,theosophical,3,12,100,0.03
3113,max,7,3,100,0.07
3114,prescribed,4,10,100,0.04
3115,intro,5,5,100,0.05
3116,tightly,16,7,100,0.16
3117,normal,59,6,100,0.59
3118,splitting,4,9,100,0.04
3119,comfortable,36,11,100,0.36
3120,balance,58,7,100,0.58
3121,obligation,60,10,100,0.6
3122,dante,4,5,100,0.04
3123,capture,8,7,100,0.08
3124,bi,3,2,100,0.03
3125,stellar,15,7,100,0.15
3126,flavor,9,6,100,0.09
3127,breakdown,22,9,100,0.22
3128,ontology,12,8,100,0.12
3129,lens,13,4,100,0.13
3130,decided,58,7,100,0.58
3131,differently,31,11,100,0.31
3132,staircase,3,9,100,0.03
3133,educational,6,11,100,0.06
3134,internet,111,8,100,1.11
3135,straight,80,8,100,0.8
3136,specs,5,5,100,0.05
3137,galaxy,85,6,100,0.85
3138,prolonged,8,9,100,0.08
3139,trusted,4,7,100,0.04
3140,railroad,1,8,100,0.01
3141,waist,2,5,100,0.02
3142,accused,7,7,100,0.07
3143,courageous,5,10,100,0.05
3144,sack,5,4,100,0.05
3145,laughing,20,8,100,0.2
3146,skeptic,8,7,100,0.08
3147,ice,31,3,100,0.31
3148,attractive,10,10,100,0.1
3149,guru,21,4,100,0.21
3150,nicely,9,6,100,0.09
3151,export,3,6,100,0.03
3152,stevenson,1,9,100,0.01
3153,shed,37,4,100,0.37
3154,emotional,37,9,100,0.37
3155,holland,1,7,100,0.01
3156,antiquity,14,9,100,0.14
3157,dislocation,8,11,100,0.08
3158,door,67,4,100,0.67
3159,macro,11,5,100,0.11
3160,pleasant,11,8,100,0.11
3161,alright,30,7,100,0.3
3162,decorated,2,9,100,0.02
3163,mayan,71,5,100,0.71
3164,commitment,28,10,100,0.28
3165,cliff,6,5,100,0.06
3166,flee,7,4,100,0.07
3167,wright,7,6,100,0.07
3168,settling,5,8,100,0.05
3169,fashion,34,7,100,0.34
3170,schizophrenia,20,13,100,0.2
3171,archetypal,24,10,100,0.24
3172,wilder,5,6,100,0.05
3173,doable,2,6,100,0.02
3174,cosmos,55,6,100,0.55
3175,banner,10,6,100,0.1
3176,seventeen,3,9,100,0.03
3177,absolutely,134,10,100,1.34
3178,ideal,57,5,100,0.57
3179,plane,47,5,100,0.47
3180,realize,199,7,100,1.99
3181,reveal,22,6,100,0.22
3182,stropharia,32,10,100,0.32
3183,carpet,3,6,100,0.03
3184,genuinely,3,9,100,0.03
3185,fucking,7,7,100,0.07
3186,politic,4,7,100,0.04
3187,spell,9,5,100,0.09
3188,combining,7,9,100,0.07
3189,flat,22,4,100,0.22
3190,omega,17,5,100,0.17
3191,preposterous,57,12,100,0.57
3192,loud,18,4,100,0.18
3193,liquid,18,6,100,0.18
3194,settled,16,7,100,0.16
3195,gravity,22,7,100,0.22
3196,insight,50,7,100,0.5
3197,dome,9,4,100,0.09
3198,citizenship,2,11,100,0.02
3199,galactic,34,8,100,0.34
3200,hm,10,2,100,0.1
3201,laud,1,4,100,0.01
3202,crazy,54,5,100,0.54
3203,diamond,6,7,100,0.06
3204,suspect,39,7,100,0.39
3205,besides,21,7,100,0.21
3206,agency,14,6,100,0.14
3207,list,62,4,100,0.62
3208,seventies,3,9,100,0.03
3209,spend,71,5,100,0.71
3210,twenty,107,6,100,1.07
3211,electrical,14,10,100,0.14
3212,blue,43,4,100,0.43
3213,tighten,3,7,100,0.03
3214,local,86,5,100,0.86
3215,hotel,7,5,100,0.07
3216,smart,28,5,100,0.28
3217,mutate,5,6,100,0.05
3218,slag,1,4,100,0.01
3219,eighteen,12,8,100,0.12
3220,washington,11,10,100,0.11
3221,powdered,6,8,100,0.06
3222,yankee,1,6,100,0.01
3223,international,15,13,100,0.15
3224,statistic,1,9,100,0.01
3225,pure,111,4,100,1.11
3226,hot,62,3,100,0.62
3227,brilliant,23,9,100,0.23
3228,load,10,4,100,0.1
3229,realized,100,8,100,1.0
3230,recapture,11,9,100,0.11
3231,spring,38,6,100,0.38
3232,executed,4,8,100,0.04
3233,easy,115,4,100,1.15
3234,firewood,5,8,100,0.05
3235,carnival,19,8,100,0.19
3236,flora,17,5,100,0.17
3237,ur,28,2,100,0.28
3238,smith,10,5,100,0.1
3239,philadelphia,2,12,100,0.02
3240,un,33,2,100,0.33
3241,echoing,4,7,100,0.04
3242,impressive,15,10,100,0.15
3243,respect,26,7,100,0.26
3244,afford,15,6,100,0.15
3245,tm,953,2,100,9.53
3246,essence,48,7,100,0.48
3247,instructions,10,12,100,0.1
3248,pull,53,4,100,0.53
3249,pushing,51,7,100,0.51
3250,amount,113,6,100,1.13
3251,mud,9,3,100,0.09
3252,conservative,30,12,100,0.3
3253,supposedly,18,10,100,0.18
3254,follow,92,6,100,0.92
3255,lake,4,4,100,0.04
3256,physically,38,10,100,0.38
3257,unpleasant,8,10,100,0.08
3258,input,45,5,100,0.45
3259,dispensation,8,12,100,0.08
3260,shopping,7,8,100,0.07
3261,leftism,1,7,100,0.01
3262,shut,23,4,100,0.23
3263,extravagance,1,12,100,0.01
3264,ravenna,1,7,100,0.01
3265,bunch,78,5,100,0.78
3266,separate,41,8,100,0.41
3267,dry,50,3,100,0.5
3268,agricultural,19,12,100,0.19
3269,panache,1,7,100,0.01
3270,school,58,6,100,0.58
3271,mighty,16,6,100,0.16
3272,legged,1,6,100,0.01
3273,uptake,4,6,100,0.04
3274,relax,7,5,100,0.07
3275,guardian,7,8,100,0.07
3276,technical,69,9,100,0.69
3277,verne,1,5,100,0.01
3278,entelechy,34,9,100,0.34
3279,margin,1,6,100,0.01
3280,tripping,14,8,100,0.14
3281,grapple,8,7,100,0.08
3282,disagree,9,8,100,0.09
3283,bargain,6,7,100,0.06
3284,collectivist,4,12,100,0.04
3285,quietly,8,7,100,0.08
3286,imaginative,8,11,100,0.08
3287,ambitious,5,9,100,0.05
3288,tired,7,5,100,0.07
3289,shit,66,4,100,0.66
3290,cross,72,5,100,0.72
3291,pair,19,4,100,0.19
3292,ship,20,4,100,0.2
3293,pain,32,4,100,0.32
3294,elemental,4,9,100,0.04
3295,presumably,10,10,100,0.1
3296,spin,41,4,100,0.41
3297,alchemy,127,7,100,1.27
3298,ford,2,4,100,0.02
3299,spray,2,5,100,0.02
3300,bunny,7,5,100,0.07
3301,slip,19,4,100,0.19
3302,mix,26,3,100,0.26
3303,shop,6,4,100,0.06
3304,meanwhile,29,9,100,0.29
3305,kenya,10,5,100,0.1
3306,alive,71,5,100,0.71
3307,spaced,2,6,100,0.02
3308,gear,4,4,100,0.04
3309,supposition,8,11,100,0.08
3310,rings,14,5,100,0.14
3311,repair,5,6,100,0.05
3312,kabbalah,8,8,100,0.08
3313,shoes,16,5,100,0.16
3314,except,112,6,100,1.12
3315,delusion,26,8,100,0.26
3316,temperament,3,11,100,0.03
3317,subjective,21,10,100,0.21
3318,origami,1,7,100,0.01
3319,treat,17,5,100,0.17
3320,revenge,3,7,100,0.03
3321,davis,6,5,100,0.06
3322,undisturbed,1,11,100,0.01
3323,jewish,19,6,100,0.19
3324,philosophical,76,13,100,0.76
3325,testimony,8,9,100,0.08
3326,tearing,13,7,100,0.13
3327,structurally,7,12,100,0.07
3328,dystopian,2,9,100,0.02
3329,push,77,4,100,0.77
3330,interactive,13,11,100,0.13
3331,intuition,81,9,100,0.81
3332,methamphetamine,2,15,100,0.02
3333,irreducible,5,11,100,0.05
3334,nearly,27,6,100,0.27
3335,ending,33,6,100,0.33
3336,superficial,3,11,100,0.03
3337,massive,44,7,100,0.44
3338,gnosticism,24,10,100,0.24
3339,anaesthesia,4,11,100,0.04
3340,canary,5,6,100,0.05
3341,joke,21,4,100,0.21
3342,civilisation,13,12,100,0.13
3343,regard,23,6,100,0.23
3344,goddess,90,7,100,0.9
3345,astonished,15,10,100,0.15
3346,worship,22,7,100,0.22
3347,paradox,43,7,100,0.43
3348,grinning,2,8,100,0.02
3349,judgment,18,8,100,0.18
3350,shamelessness,1,13,100,0.01
3351,practicality,2,12,100,0.02
3352,aesthetic,35,9,100,0.35
3353,emphasis,22,8,100,0.22
3354,parse,3,5,100,0.03
3355,confused,13,8,100,0.13
3356,cutting,35,7,100,0.35
3357,join,26,4,100,0.26
3358,appreciatively,1,14,100,0.01
3359,invest,5,6,100,0.05
3360,red,63,3,100,0.63
3361,yawning,12,7,100,0.12
3362,computational,7,13,100,0.07
3363,compromising,1,12,100,0.01
3364,messianic,10,9,100,0.1
3365,capital,10,7,100,0.1
3366,march,20,5,100,0.2
3367,component,26,9,100,0.26
3368,primarily,17,9,100,0.17
3369,watch,44,5,100,0.44
3370,popper,2,6,100,0.02
3371,preferred,17,9,100,0.17
3372,tame,3,4,100,0.03
3373,discern,14,7,100,0.14
3374,agrarian,2,8,100,0.02
3375,ray,13,3,100,0.13
3376,degradation,20,11,100,0.2
3377,therapeutic,7,11,100,0.07
3378,creativity,65,10,100,0.65
3379,sequential,2,10,100,0.02
3380,perfection,28,10,100,0.28
3381,everest,5,7,100,0.05
3382,tale,19,4,100,0.19
3383,decoration,4,10,100,0.04
3384,caring,31,6,100,0.31
3385,box,34,3,100,0.34
3386,viewer,2,6,100,0.02
3387,diverse,4,7,100,0.04
3388,cum,1,3,100,0.01
3389,woolf,1,5,100,0.01
3390,pediatric,2,9,100,0.02
3391,health,36,6,100,0.36
3392,row,17,3,100,0.17
3393,colony,11,6,100,0.11
3394,bar,20,3,100,0.2
3395,indeed,34,6,100,0.34
3396,bored,5,5,100,0.05
3397,acquisition,20,11,100,0.2
3398,greatly,11,7,100,0.11
3399,diversity,10,9,100,0.1
3400,beautiful,65,9,100,0.65
3401,extraordinary,80,13,100,0.8
3402,physicist,12,9,100,0.12
3403,narrative,17,9,100,0.17
3404,redeeming,5,9,100,0.05
3405,mess,30,4,100,0.3
3406,hit,84,3,100,0.84
3407,experiment,65,10,100,0.65
3408,madonna,4,7,100,0.04
3409,heidegger,20,9,100,0.2
3410,inaudible,128,9,100,1.28
3411,harnessed,1,9,100,0.01
3412,ferment,4,7,100,0.04
3413,genetically,15,11,100,0.15
3414,conceptual,14,10,100,0.14
3415,ghettoize,1,9,100,0.01
3416,septic,2,6,100,0.02
3417,marketplace,18,11,100,0.18
3418,answering,2,9,100,0.02
3419,task,58,4,100,0.58
3420,pig,4,3,100,0.04
